station_code,hour,train_count,traffic_level
1622,14,3,2
1622,15,1,0
1622,16,2,1
1622,17,1,0
1622,18,2,1
1622,19,4,2
1622,20,1,0
1622,21,4,2
1622,23,2,1
1623,0,2,1
1623,1,3,2
1623,2,2,1
1623,3,3,2
1623,6,3,2
1623,7,6,2
1623,8,8,2
1623,9,7,2
1623,10,8,2
1623,11,4,2
1623,12,4,2
1623,14,2,1
1623,15,2,1
1623,16,5,2
1623,17,6,2
1623,18,1,0
1623,19,6,2
1623,20,4,2
1623,21,1,0
1623,22,4,2
1623,23,6,2
1624,6,1,0
1624,7,1,0
1624,20,1,0
1624,21,1,0
1625,2,2,1
1625,3,1,0
1625,4,1,0
1625,5,4,2
1625,6,1,0
1625,9,2,1
1625,10,1,0
1625,11,1,0
1625,12,1,0
1625,14,2,1
1625,15,4,2
1625,16,2,1
1625,19,3,2
1625,20,2,1
1625,21,1,0
1625,23,2,1
1626,4,1,0
1626,5,1,0
1626,6,2,1
1626,7,1,0
1626,10,1,0
1626,12,2,1
1626,13,4,2
1626,14,2,1
1626,15,2,1
1626,17,2,1
1626,18,2,1
1626,20,4,2
1626,21,1,0
1626,22,2,1
1626,23,2,1
1627,2,1,0
1627,3,2,1
1627,4,2,1
1627,5,4,2
1627,6,3,2
1627,7,5,2
1627,8,1,0
1627,9,3,2
1627,10,6,2
1627,11,7,2
1627,12,1,0
1627,13,1,0
1627,14,3,2
1627,15,3,2
1627,16,1,0
1627,17,3,2
1627,19,4,2
1627,20,1,0
1627,21,5,2
1627,22,1,0
1627,23,3,2
1628,0,14,2
1628,1,6,2
1628,2,8,2
1628,3,10,2
1628,4,5,2
1628,5,5,2
1628,6,9,2
1628,7,10,2
1628,8,5,2
1628,9,4,2
1628,10,11,2
1628,11,1,0
1628,12,6,2
1628,14,2,1
1628,15,5,2
1628,16,2,1
1628,17,1,0
1628,18,6,2
1628,19,3,2
1628,20,4,2
1628,21,10,2
1628,22,5,2
1628,23,6,2
1629,0,6,2
1629,1,13,2
1629,2,6,2
1629,3,10,2
1629,4,5,2
1629,5,6,2
1629,6,10,2
1629,7,11,2
1629,8,5,2
1629,9,5,2
1629,10,7,2
1629,11,3,2
1629,12,2,1
1629,13,3,2
1629,14,1,0
1629,15,4,2
1629,16,2,1
1629,17,2,1
1629,18,3,2
1629,19,8,2
1629,20,2,1
1629,21,7,2
1629,22,7,2
1629,23,10,2
1630,0,3,2
1630,1,1,0
1630,2,2,1
1630,3,2,1
1630,4,1,0
1630,6,4,2
1630,7,2,1
1630,8,3,2
1630,10,3,2
1630,11,2,1
1630,12,4,2
1630,13,2,1
1630,14,3,2
1630,15,3,2
1630,16,2,1
1630,17,1,0
1630,18,6,2
1630,20,3,2
1630,22,9,2
1630,23,1,0
1631,0,15,2
1631,1,20,2
1631,2,10,2
1631,3,8,2
1631,4,5,2
1631,5,9,2
1631,6,12,2
1631,7,3,2
1631,8,6,2
1631,9,9,2
1631,10,8,2
1631,11,2,1
1631,12,4,2
1631,13,1,0
1631,15,3,2
1631,17,6,2
1631,18,17,2
1631,19,3,2
1631,20,6,2
1631,21,3,2
1631,22,7,2
1631,23,12,2
1632,0,5,2
1632,1,4,2
1632,2,10,2
1632,3,6,2
1632,4,11,2
1632,5,2,1
1632,6,2,1
1632,7,7,2
1632,8,3,2
1632,9,3,2
1632,10,3,2
1632,11,3,2
1632,12,2,1
1632,15,7,2
1632,16,6,2
1632,17,2,1
1632,18,9,2
1632,19,7,2
1632,20,1,0
1632,21,1,0
1632,22,5,2
1632,23,6,2
1633,0,6,2
1633,1,7,2
1633,2,9,2
1633,3,4,2
1633,4,8,2
1633,5,2,1
1633,6,4,2
1633,7,3,2
1633,8,8,2
1633,9,18,2
1633,11,4,2
1633,12,2,1
1633,14,6,2
1633,15,3,2
1633,16,4,2
1633,17,8,2
1633,18,10,2
1633,19,7,2
1633,20,3,2
1633,21,7,2
1633,22,4,2
1633,23,8,2
1634,0,3,2
1634,1,6,2
1634,2,3,2
1634,3,5,2
1634,4,7,2
1634,5,5,2
1634,6,7,2
1634,7,4,2
1634,8,7,2
1634,9,11,2
1634,10,6,2
1634,11,3,2
1634,12,2,1
1634,14,3,2
1634,15,7,2
1634,16,2,1
1634,17,7,2
1634,18,14,2
1634,19,4,2
1634,20,7,2
1634,21,6,2
1634,22,4,2
1634,23,5,2
1635,0,7,2
1635,1,10,2
1635,2,6,2
1635,3,5,2
1635,4,7,2
1635,5,4,2
1635,6,5,2
1635,7,4,2
1635,8,4,2
1635,9,5,2
1635,10,3,2
1635,11,3,2
1635,12,2,1
1635,13,4,2
1635,14,3,2
1635,15,2,1
1635,16,2,1
1635,17,3,2
1635,18,3,2
1635,19,1,0
1635,20,5,2
1635,21,5,2
1635,22,2,1
1635,23,5,2
1636,7,1,0
1636,10,1,0
1636,14,2,1
1636,17,1,0
1636,20,1,0
1637,6,1,0
1637,11,1,0
1637,14,1,0
1637,17,1,0
1637,20,1,0
1637,21,1,0
1638,6,1,0
1638,8,1,0
1638,10,1,0
1638,11,1,0
1638,12,1,0
1638,14,1,0
1638,18,2,1
1638,19,1,0
1638,21,1,0
1639,0,1,0
1639,1,8,2
1639,2,2,1
1639,3,2,1
1639,4,1,0
1639,5,3,2
1639,6,3,2
1639,7,1,0
1639,9,2,1
1639,10,1,0
1639,11,2,1
1639,12,1,0
1639,13,1,0
1639,14,1,0
1639,15,2,1
1639,18,2,1
1639,19,2,1
1639,20,2,1
1639,22,2,1
1639,23,3,2
1640,7,1,0
1640,18,1,0
1641,2,1,0
1641,3,1,0
1641,9,1,0
1641,11,1,0
1641,12,1,0
1641,13,1,0
1641,17,1,0
1641,23,1,0
1642,1,1,0
1642,2,1,0
1642,3,2,1
1642,4,1,0
1642,5,2,1
1642,6,2,1
1642,7,3,2
1642,8,1,0
1642,9,1,0
1642,10,2,1
1642,11,2,1
1642,13,1,0
1642,14,2,1
1642,15,4,2
1642,16,1,0
1642,17,1,0
1642,18,2,1
1642,19,2,1
1642,20,1,0
1642,21,3,2
1642,22,1,0
1643,3,2,1
1643,4,10,2
1643,5,5,2
1643,6,2,1
1643,7,4,2
1643,8,2,1
1643,9,1,0
1643,10,2,1
1643,11,6,2
1643,12,3,2
1643,13,7,2
1643,14,5,2
1643,15,5,2
1643,16,2,1
1643,17,1,0
1643,18,2,1
1643,19,2,1
1643,20,8,2
1643,21,7,2
1643,22,4,2
1643,23,3,2
1644,8,3,2
1644,11,2,1
1644,19,3,2
1645,0,8,2
1645,1,8,2
1645,2,5,2
1645,3,9,2
1645,4,9,2
1645,5,7,2
1645,6,6,2
1645,7,5,2
1645,8,3,2
1645,9,2,1
1645,10,2,1
1645,11,16,2
1645,12,8,2
1645,13,4,2
1645,14,9,2
1645,15,4,2
1645,16,5,2
1645,18,6,2
1645,19,8,2
1645,20,15,2
1645,21,8,2
1645,22,6,2
1645,23,2,1
1646,0,4,2
1646,2,3,2
1646,3,1,0
1646,4,2,1
1646,5,1,0
1646,7,2,1
1646,8,3,2
1646,9,4,2
1646,10,7,2
1646,11,3,2
1646,13,7,2
1646,14,1,0
1646,15,1,0
1646,16,1,0
1646,17,4,2
1646,18,2,1
1646,19,2,1
1646,20,4,2
1646,21,1,0
1646,22,1,0
1646,23,3,2
1647,0,3,2
1647,2,2,1
1647,3,4,2
1647,4,2,1
1647,5,5,2
1647,6,5,2
1647,7,3,2
1647,8,8,2
1647,9,6,2
1647,10,5,2
1647,11,7,2
1647,12,8,2
1647,13,8,2
1647,14,7,2
1647,15,4,2
1647,16,7,2
1647,17,3,2
1647,18,6,2
1647,19,10,2
1647,20,6,2
1647,21,2,1
1647,22,3,2
1647,23,2,1
1648,18,2,1
1649,1,1,0
1649,2,1,0
1649,3,1,0
1649,5,1,0
1649,9,3,2
1649,10,2,1
1649,11,1,0
1649,12,1,0
1649,13,2,1
1649,15,1,0
1649,16,1,0
1649,18,1,0
1649,20,2,1
1649,21,1,0
1649,22,3,2
1649,23,1,0
1650,0,1,0
1650,1,1,0
1650,2,1,0
1650,3,1,0
1650,5,1,0
1650,6,3,2
1650,8,1,0
1650,9,1,0
1650,10,1,0
1650,13,2,1
1650,17,1,0
1650,18,1,0
1650,20,3,2
1650,23,1,0
1651,2,1,0
1651,3,1,0
1651,9,2,1
1651,16,1,0
1651,17,1,0
1651,19,1,0
1651,22,1,0
1652,0,1,0
1652,2,3,2
1652,3,1,0
1652,4,5,2
1652,5,3,2
1652,6,3,2
1652,7,2,1
1652,8,5,2
1652,9,1,0
1652,10,3,2
1652,11,1,0
1652,12,1,0
1652,13,3,2
1652,14,2,1
1652,15,1,0
1652,16,1,0
1652,17,2,1
1652,18,1,0
1652,19,1,0
1652,20,5,2
1652,21,3,2
1652,22,6,2
1652,23,2,1
1653,6,1,0
1653,7,1,0
1653,10,2,1
1653,14,2,1
1653,19,1,0
1653,20,1,0
1654,0,1,0
1654,4,1,0
1654,9,1,0
1654,12,1,0
1654,13,1,0
1654,18,2,1
1654,20,1,0
1654,23,1,0
1655,5,1,0
1655,6,3,2
1655,7,3,2
1655,8,2,1
1655,9,1,0
1655,12,1,0
1655,13,2,1
1655,14,3,2
1655,15,2,1
1655,17,1,0
1655,18,1,0
1655,19,2,1
1655,20,1,0
1656,0,4,2
1656,2,3,2
1656,6,1,0
1656,7,1,0
1656,8,1,0
1656,9,1,0
1656,10,1,0
1656,11,1,0
1656,13,2,1
1656,17,2,1
1656,18,2,1
1656,19,1,0
1656,21,1,0
1657,6,1,0
1657,7,1,0
1657,8,1,0
1657,10,1,0
1657,12,1,0
1657,13,1,0
1657,15,1,0
1657,16,1,0
1657,17,1,0
1657,20,1,0
1658,5,1,0
1658,7,1,0
1658,8,1,0
1658,9,2,1
1658,11,1,0
1658,12,1,0
1658,14,1,0
1658,15,1,0
1658,16,1,0
1658,19,2,1
1658,20,1,0
1658,22,1,0
1659,0,6,2
1659,1,3,2
1659,2,4,2
1659,3,3,2
1659,4,3,2
1659,5,4,2
1659,7,2,1
1659,8,5,2
1659,9,4,2
1659,10,1,0
1659,11,4,2
1659,12,3,2
1659,13,2,1
1659,15,3,2
1659,16,7,2
1659,17,4,2
1659,18,3,2
1659,19,3,2
1659,20,2,1
1659,21,2,1
1659,22,3,2
1659,23,1,0
1660,0,5,2
1660,1,4,2
1660,2,4,2
1660,3,3,2
1660,4,6,2
1660,5,4,2
1660,6,5,2
1660,7,5,2
1660,8,7,2
1660,9,4,2
1660,10,4,2
1660,11,6,2
1660,12,7,2
1660,13,2,1
1660,14,3,2
1660,15,8,2
1660,16,5,2
1660,17,6,2
1660,18,6,2
1660,19,4,2
1660,20,7,2
1660,21,5,2
1660,22,9,2
1660,23,2,1
1661,0,4,2
1661,2,9,2
1661,3,3,2
1661,4,5,2
1661,5,5,2
1661,6,6,2
1661,7,5,2
1661,8,4,2
1661,9,12,2
1661,10,2,1
1661,11,1,0
1661,12,1,0
1661,13,3,2
1661,14,6,2
1661,15,6,2
1661,16,1,0
1661,17,7,2
1661,18,5,2
1661,19,2,1
1661,20,2,1
1661,21,6,2
1661,22,10,2
1661,23,2,1
1662,4,1,0
1663,0,1,0
1663,2,3,2
1663,3,3,2
1663,4,2,1
1663,5,3,2
1663,6,4,2
1663,7,3,2
1663,8,4,2
1663,9,1,0
1663,10,4,2
1663,11,1,0
1663,12,1,0
1663,13,2,1
1663,14,2,1
1663,15,1,0
1663,16,1,0
1663,17,3,2
1663,19,3,2
1663,20,4,2
1663,21,1,0
1663,22,7,2
1663,23,2,1
1664,0,5,2
1664,1,1,0
1664,3,1,0
1664,4,2,1
1664,5,8,2
1664,6,10,2
1664,7,7,2
1664,8,7,2
1664,9,5,2
1664,10,9,2
1664,11,6,2
1664,12,12,2
1664,13,8,2
1664,14,3,2
1664,15,5,2
1664,16,3,2
1664,17,8,2
1664,18,2,1
1664,19,10,2
1664,20,5,2
1664,21,3,2
1664,22,10,2
1664,23,4,2
1665,5,1,0
1665,22,1,0
1666,0,4,2
1666,1,2,1
1666,2,1,0
1666,3,6,2
1666,4,1,0
1666,5,1,0
1666,6,5,2
1666,7,3,2
1666,8,5,2
1666,9,4,2
1666,10,3,2
1666,11,2,1
1666,12,2,1
1666,14,2,1
1666,15,4,2
1666,16,3,2
1666,17,3,2
1666,18,2,1
1666,19,2,1
1666,20,4,2
1666,21,4,2
1666,22,3,2
1666,23,3,2
1667,0,2,1
1667,3,1,0
1667,4,2,1
1667,6,2,1
1667,7,1,0
1667,8,3,2
1667,9,2,1
1667,10,1,0
1667,11,2,1
1667,13,1,0
1667,14,1,0
1667,15,1,0
1667,17,2,1
1667,18,2,1
1667,19,2,1
1667,20,3,2
1667,21,3,2
1667,22,2,1
1667,23,1,0
1668,7,1,0
1668,9,1,0
1668,11,1,0
1668,15,1,0
1668,16,1,0
1668,18,1,0
1669,4,1,0
1669,21,1,0
1670,0,8,2
1670,1,13,2
1670,2,5,2
1670,3,16,2
1670,4,4,2
1670,5,9,2
1670,6,4,2
1670,7,6,2
1670,8,5,2
1670,9,5,2
1670,10,4,2
1670,11,4,2
1670,14,4,2
1670,15,6,2
1670,16,4,2
1670,17,8,2
1670,18,2,1
1670,19,4,2
1670,20,7,2
1670,21,7,2
1670,22,7,2
1670,23,9,2
1671,0,1,0
1671,3,1,0
1671,5,1,0
1671,11,1,0
1671,14,1,0
1671,22,1,0
1672,5,1,0
1672,8,1,0
1672,10,1,0
1672,11,1,0
1672,17,1,0
1672,19,1,0
1672,20,1,0
1672,21,1,0
1673,0,2,1
1673,1,4,2
1673,2,2,1
1673,3,1,0
1673,5,1,0
1673,6,1,0
1673,7,4,2
1673,8,2,1
1673,9,1,0
1673,10,3,2
1673,11,2,1
1673,12,3,2
1673,13,2,1
1673,14,3,2
1673,15,2,1
1673,17,4,2
1673,18,3,2
1673,19,5,2
1673,20,1,0
1673,21,2,1
1673,22,4,2
1673,23,2,1
1674,8,1,0
1674,9,1,0
1674,15,1,0
1674,17,1,0
1675,0,6,2
1675,1,7,2
1675,2,6,2
1675,3,6,2
1675,4,6,2
1675,5,5,2
1675,6,5,2
1675,7,14,2
1675,8,6,2
1675,9,3,2
1675,11,2,1
1675,12,1,0
1675,15,1,0
1675,16,6,2
1675,17,3,2
1675,18,4,2
1675,19,5,2
1675,20,9,2
1675,21,4,2
1675,22,7,2
1675,23,2,1
1676,0,6,2
1676,1,9,2
1676,2,4,2
1676,3,8,2
1676,4,2,1
1676,5,10,2
1676,6,8,2
1676,7,6,2
1676,8,5,2
1676,9,8,2
1676,10,5,2
1676,11,1,0
1676,12,5,2
1676,13,2,1
1676,14,1,0
1676,15,6,2
1676,16,4,2
1676,17,12,2
1676,18,3,2
1676,19,5,2
1676,20,5,2
1676,21,4,2
1676,22,3,2
1676,23,10,2
1677,0,3,2
1677,1,2,1
1677,2,3,2
1677,3,1,0
1677,4,3,2
1677,5,3,2
1677,6,3,2
1677,7,6,2
1677,8,2,1
1677,9,1,0
1677,10,5,2
1677,11,5,2
1677,12,2,1
1677,13,2,1
1677,14,2,1
1677,15,3,2
1677,16,4,2
1677,17,1,0
1677,18,3,2
1677,19,4,2
1677,20,6,2
1677,21,2,1
1677,22,1,0
1677,23,5,2
1678,5,1,0
1678,9,1,0
1678,14,1,0
1679,0,4,2
1679,1,8,2
1679,2,7,2
1679,3,3,2
1679,4,5,2
1679,5,5,2
1679,6,3,2
1679,7,6,2
1679,8,5,2
1679,9,8,2
1679,10,8,2
1679,11,1,0
1679,12,5,2
1679,13,5,2
1679,14,5,2
1679,15,3,2
1679,16,2,1
1679,17,6,2
1679,18,5,2
1679,19,5,2
1679,20,2,1
1679,21,7,2
1679,22,7,2
1679,23,2,1
1680,0,3,2
1680,1,1,0
1680,4,1,0
1680,6,1,0
1680,7,1,0
1680,8,3,2
1680,9,2,1
1680,10,1,0
1680,11,3,2
1680,12,2,1
1680,14,2,1
1680,15,1,0
1680,16,2,1
1680,17,2,1
1680,18,3,2
1680,19,3,2
1680,20,2,1
1680,22,4,2
1680,23,5,2
1681,0,1,0
1681,1,12,2
1681,2,1,0
1681,3,1,0
1681,4,2,1
1681,8,1,0
1681,10,1,0
1681,12,2,1
1681,13,1,0
1681,14,5,2
1681,15,1,0
1681,16,3,2
1681,18,2,1
1681,19,2,1
1681,22,2,1
1681,23,8,2
1682,0,1,0
1682,1,3,2
1682,2,2,1
1682,4,1,0
1682,6,2,1
1682,7,1,0
1682,8,3,2
1682,10,1,0
1682,11,2,1
1682,12,1,0
1682,13,3,2
1682,16,1,0
1682,17,2,1
1682,18,2,1
1682,19,3,2
1682,20,1,0
1682,21,1,0
1682,23,2,1
1683,2,1,0
1683,3,3,2
1683,4,8,2
1683,5,3,2
1683,6,4,2
1683,7,9,2
1683,8,1,0
1683,9,4,2
1683,10,3,2
1683,11,3,2
1683,12,2,1
1683,13,8,2
1683,14,7,2
1683,15,4,2
1683,16,1,0
1683,17,6,2
1683,18,6,2
1683,19,5,2
1683,20,7,2
1683,21,7,2
1683,22,5,2
1683,23,5,2
1684,5,1,0
1684,11,1,0
1684,20,1,0
1685,0,8,2
1685,1,4,2
1685,2,7,2
1685,3,9,2
1685,4,7,2
1685,5,3,2
1685,6,8,2
1685,7,8,2
1685,8,5,2
1685,9,6,2
1685,10,4,2
1685,11,3,2
1685,12,2,1
1685,13,3,2
1685,14,7,2
1685,15,3,2
1685,16,8,2
1685,17,2,1
1685,18,8,2
1685,19,5,2
1685,20,4,2
1685,21,3,2
1685,22,7,2
1685,23,5,2
1686,1,3,2
1686,2,1,0
1686,4,1,0
1686,6,1,0
1686,7,1,0
1686,8,2,1
1686,9,3,2
1686,10,1,0
1686,12,2,1
1686,13,1,0
1686,14,4,2
1686,15,2,1
1686,17,1,0
1686,18,2,1
1686,19,1,0
1686,20,3,2
1686,22,1,0
1687,0,4,2
1687,1,4,2
1687,2,8,2
1687,3,6,2
1687,4,9,2
1687,5,4,2
1687,6,6,2
1687,7,5,2
1687,8,7,2
1687,9,4,2
1687,10,5,2
1687,11,1,0
1687,12,12,2
1687,13,5,2
1687,14,3,2
1687,15,5,2
1687,16,3,2
1687,17,5,2
1687,18,8,2
1687,20,5,2
1687,21,6,2
1687,22,9,2
1687,23,1,0
1688,7,1,0
1688,19,1,0
1689,0,1,0
1689,1,1,0
1689,2,1,0
1689,4,1,0
1689,6,4,2
1689,7,2,1
1689,8,1,0
1689,9,1,0
1689,10,1,0
1689,11,1,0
1689,12,1,0
1689,13,3,2
1689,14,1,0
1689,17,2,1
1689,18,1,0
1689,19,4,2
1689,20,2,1
1689,21,1,0
1689,22,1,0
1690,0,8,2
1690,1,1,0
1690,2,2,1
1690,3,3,2
1690,4,2,1
1690,5,4,2
1690,6,3,2
1690,7,4,2
1690,8,3,2
1690,9,3,2
1690,10,4,2
1690,11,3,2
1690,12,4,2
1690,13,3,2
1690,14,2,1
1690,15,2,1
1690,16,4,2
1690,17,1,0
1690,18,4,2
1690,19,3,2
1690,20,4,2
1690,21,4,2
1690,22,1,0
1691,4,3,2
1691,5,4,2
1691,6,5,2
1691,7,2,1
1691,8,3,2
1691,9,1,0
1691,10,1,0
1691,11,1,0
1691,12,3,2
1691,13,1,0
1691,16,2,1
1691,17,1,0
1691,18,4,2
1691,19,2,1
1691,20,2,1
1691,21,3,2
1691,22,4,2
1691,23,4,2
1692,0,6,2
1692,1,7,2
1692,2,6,2
1692,3,5,2
1692,4,7,2
1692,5,2,1
1692,6,9,2
1692,7,3,2
1692,8,4,2
1692,9,6,2
1692,10,2,1
1692,11,2,1
1692,12,1,0
1692,13,5,2
1692,14,4,2
1692,15,4,2
1692,17,3,2
1692,18,3,2
1692,20,5,2
1692,21,6,2
1692,22,2,1
1692,23,8,2
1693,1,2,1
1693,4,1,0
1693,6,1,0
1693,7,1,0
1693,8,1,0
1693,12,1,0
1693,17,1,0
1693,18,1,0
1693,22,2,1
1694,5,1,0
1694,6,1,0
1694,7,1,0
1694,9,1,0
1694,10,1,0
1694,11,1,0
1694,12,1,0
1694,13,1,0
1694,16,1,0
1694,20,1,0
1694,21,1,0
1694,23,1,0
1695,3,1,0
1695,4,1,0
1695,8,1,0
1695,11,1,0
1695,14,1,0
1695,17,1,0
1695,22,1,0
1696,11,1,0
1696,13,1,0
1696,20,1,0
1696,21,1,0
1697,0,1,0
1697,2,1,0
1697,5,1,0
1697,6,1,0
1697,7,1,0
1697,8,1,0
1697,9,1,0
1697,11,2,1
1697,13,2,1
1697,15,1,0
1697,16,1,0
1697,17,2,1
1697,18,1,0
1697,19,1,0
1697,20,1,0
1697,21,1,0
1697,23,1,0
1698,0,1,0
1698,4,3,2
1698,5,8,2
1698,6,2,1
1698,7,5,2
1698,8,2,1
1698,9,4,2
1698,10,4,2
1698,11,4,2
1698,12,4,2
1698,13,4,2
1698,14,5,2
1698,15,3,2
1698,16,3,2
1698,17,1,0
1698,18,4,2
1698,19,6,2
1698,20,3,2
1698,21,3,2
1698,22,3,2
1698,23,3,2
1699,0,5,2
1699,1,1,0
1699,3,1,0
1699,4,1,0
1699,5,2,1
1699,6,4,2
1699,7,4,2
1699,9,2,1
1699,10,4,2
1699,11,4,2
1699,12,7,2
1699,13,8,2
1699,14,4,2
1699,15,3,2
1699,16,2,1
1699,17,2,1
1699,18,1,0
1699,19,5,2
1699,20,3,2
1699,21,3,2
1699,22,3,2
1699,23,2,1
1700,7,1,0
1700,10,1,0
1700,11,1,0
1700,14,1,0
1700,15,1,0
1700,18,1,0
1701,0,1,0
1701,2,4,2
1701,3,1,0
1701,4,4,2
1701,5,4,2
1701,6,6,2
1701,7,3,2
1701,8,4,2
1701,9,2,1
1701,10,4,2
1701,11,4,2
1701,12,2,1
1701,13,5,2
1701,14,4,2
1701,15,2,1
1701,16,4,2
1701,17,1,0
1701,18,4,2
1701,19,2,1
1701,20,3,2
1701,21,5,2
1701,22,7,2
1701,23,2,1
1702,0,6,2
1702,1,5,2
1702,2,12,2
1702,3,11,2
1702,4,3,2
1702,5,2,1
1702,6,4,2
1702,7,5,2
1702,8,3,2
1702,9,2,1
1702,10,2,1
1702,11,6,2
1702,13,1,0
1702,15,7,2
1702,16,3,2
1702,17,6,2
1702,18,4,2
1702,19,7,2
1702,20,5,2
1702,21,1,0
1702,22,5,2
1702,23,5,2
1703,0,4,2
1703,1,1,0
1703,2,2,1
1703,3,3,2
1703,4,9,2
1703,5,5,2
1703,6,9,2
1703,7,6,2
1703,8,6,2
1703,9,4,2
1703,10,8,2
1703,11,1,0
1703,12,3,2
1703,13,1,0
1703,14,9,2
1703,15,4,2
1703,16,5,2
1703,17,8,2
1703,18,10,2
1703,19,6,2
1703,20,7,2
1703,21,1,0
1703,22,9,2
1703,23,6,2
1704,0,2,1
1704,1,1,0
1704,2,3,2
1704,3,4,2
1704,4,1,0
1704,5,3,2
1704,6,3,2
1704,7,4,2
1704,8,2,1
1704,9,1,0
1704,10,3,2
1704,11,2,1
1704,12,2,1
1704,14,2,1
1704,15,3,2
1704,16,4,2
1704,18,1,0
1704,19,2,1
1704,20,5,2
1704,21,2,1
1704,22,2,1
1704,23,1,0
1705,0,4,2
1705,3,2,1
1705,4,1,0
1705,6,3,2
1705,7,2,1
1705,12,2,1
1705,13,2,1
1705,14,1,0
1705,15,2,1
1705,17,1,0
1705,18,1,0
1705,19,1,0
1705,20,2,1
1705,21,3,2
1705,22,4,2
1706,1,1,0
1706,2,2,1
1706,4,1,0
1706,8,3,2
1706,9,1,0
1706,11,1,0
1706,12,2,1
1706,13,1,0
1706,14,1,0
1706,16,2,1
1706,18,1,0
1706,19,2,1
1706,22,2,1
1706,23,2,1
1707,0,1,0
1707,2,1,0
1707,4,1,0
1707,10,1,0
1707,12,1,0
1707,16,1,0
1707,21,1,0
1707,23,1,0
1708,0,3,2
1708,1,1,0
1708,2,5,2
1708,3,3,2
1708,4,3,2
1708,5,5,2
1708,6,5,2
1708,7,4,2
1708,8,3,2
1708,9,4,2
1708,10,2,1
1708,11,3,2
1708,12,2,1
1708,13,2,1
1708,14,5,2
1708,15,4,2
1708,16,5,2
1708,17,3,2
1708,18,7,2
1708,19,3,2
1708,20,3,2
1708,21,5,2
1708,22,2,1
1708,23,4,2
1709,0,1,0
1709,1,1,0
1709,3,1,0
1709,4,1,0
1709,7,1,0
1709,9,1,0
1709,12,2,1
1709,16,1,0
1709,18,1,0
1710,0,4,2
1710,1,3,2
1710,3,5,2
1710,4,4,2
1710,5,10,2
1710,6,4,2
1710,7,13,2
1710,8,2,1
1710,9,5,2
1710,10,7,2
1710,11,5,2
1710,12,3,2
1710,13,5,2
1710,14,3,2
1710,15,3,2
1710,16,9,2
1710,17,10,2
1710,18,2,1
1710,19,7,2
1710,20,11,2
1710,21,4,2
1710,22,6,2
1710,23,1,0
1711,0,2,1
1711,1,1,0
1711,2,1,0
1711,3,1,0
1711,5,1,0
1711,6,1,0
1711,8,2,1
1711,9,1,0
1711,11,1,0
1711,12,2,1
1711,13,1,0
1711,14,4,2
1711,15,2,1
1711,16,1,0
1711,17,1,0
1711,18,2,1
1711,19,3,2
1711,20,1,0
1711,22,2,1
1712,8,1,0
1712,9,1,0
1712,15,1,0
1712,19,1,0
1713,0,2,1
1713,1,1,0
1713,3,1,0
1713,6,1,0
1713,7,1,0
1713,8,6,2
1713,10,7,2
1713,12,2,1
1713,13,2,1
1713,14,7,2
1713,15,2,1
1713,16,2,1
1713,17,1,0
1713,18,3,2
1713,20,3,2
1713,22,1,0
1713,23,1,0
1714,8,1,0
1714,9,1,0
1714,13,1,0
1714,14,2,1
1714,15,2,1
1714,18,2,1
1714,20,3,2
1715,9,1,0
1715,16,1,0
1716,0,3,2
1716,2,2,1
1716,3,1,0
1716,4,2,1
1716,6,2,1
1716,7,1,0
1716,8,3,2
1716,10,2,1
1716,11,2,1
1716,14,1,0
1716,17,2,1
1716,18,2,1
1716,19,1,0
1716,20,1,0
1716,21,2,1
1716,22,3,2
1717,0,5,2
1717,1,4,2
1717,2,8,2
1717,3,3,2
1717,4,3,2
1717,5,2,1
1717,6,1,0
1717,7,2,1
1717,10,2,1
1717,11,1,0
1717,12,1,0
1717,13,3,2
1717,14,3,2
1717,15,1,0
1717,16,2,1
1717,18,1,0
1717,19,2,1
1717,20,3,2
1717,21,2,1
1717,22,5,2
1717,23,3,2
1718,0,1,0
1718,1,10,2
1718,2,5,2
1718,3,3,2
1718,4,3,2
1718,6,4,2
1718,7,4,2
1718,8,8,2
1718,9,3,2
1718,10,2,1
1718,11,1,0
1718,12,6,2
1718,13,6,2
1718,14,5,2
1718,15,6,2
1718,16,8,2
1718,17,4,2
1718,18,5,2
1718,19,2,1
1718,20,4,2
1718,21,6,2
1718,22,6,2
1718,23,1,0
1719,0,5,2
1719,1,6,2
1719,2,10,2
1719,3,5,2
1719,5,3,2
1719,6,1,0
1719,7,3,2
1719,8,2,1
1719,9,1,0
1719,10,5,2
1719,11,12,2
1719,12,6,2
1719,13,2,1
1719,14,7,2
1719,15,2,1
1719,16,5,2
1719,17,1,0
1719,18,2,1
1719,19,4,2
1719,21,2,1
1719,22,5,2
1719,23,4,2
1720,6,1,0
1720,8,1,0
1720,15,1,0
1720,17,1,0
1721,0,2,1
1721,1,3,2
1721,2,4,2
1721,3,5,2
1721,4,1,0
1721,5,1,0
1721,6,1,0
1721,7,1,0
1721,8,3,2
1721,10,5,2
1721,11,1,0
1721,13,3,2
1721,14,3,2
1721,15,1,0
1721,17,1,0
1721,18,1,0
1721,19,1,0
1721,21,2,1
1721,22,3,2
1721,23,1,0
1722,0,1,0
1722,1,14,2
1722,2,3,2
1722,3,4,2
1722,4,2,1
1722,5,1,0
1722,6,9,2
1722,7,9,2
1722,8,5,2
1722,9,8,2
1722,10,6,2
1722,11,5,2
1722,12,6,2
1722,13,1,0
